"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SA3W64A3","thesis","2018","Price, Timothy Evan","Painting Invasion and Colonisation: Provisional Evocations of the Past","","","","","http://hdl.handle.net/1885/154323","This studio-based research explores how painting can act as a vehicle for my reflections on the invasion and colonisation of Tasmania. The project brings together three fields of inquiry: the history of invasion and colonisation in Tasmania, contemporary politics, and the history and contemporary practice of painting. My research questions focus on exploring how aspects of each field touch and animate each other and how painting might delve into important problems of a complex, contested and violent history. Distinctively, this studio research responds to extensive reading of both primary sources such as the journals of George Robinson, and current perspectives on our contact history. The contemporary historical studies I reference include Lyndall Ryan’s The Aboriginal Tasmanians, Henry Reynolds' Fate of A Free People and A History of Tasmania, Patsy Cameron's Grease and Ochre, Graeme Calder’s Levee, Line and Martial Law, and James Boyce’s Van Diemen’s Land. In reflecting on the written record through drawing and painting in the studio, I discuss the potentials, limitations and implications of working from primary sources as compared with historical scholarship. The intersection of questions of history and painting demands my discussion of key examples of history painting: Pieter Bruegel the Elder, Jacques-Louis David, Francisco Goya, Edouard Manet, Sidney Nolan, and Gordon Bennett. These artists each developed their own methods for vividly animating significant moral narratives from their milieus. Most importantly, the sorts of compositions, aesthetics, and processes they utilise reflect each artist’s relationship with their society and history. Given the evident impossibility of definitively recreating or depicting specific events from our past, I have developed a process for evoking the lived experiences of historic events while not depicting them in detail. I draw on TJ Clark’s work on discuss the principles of contingency, Raphael Rubenstein on provisionality in painting, and Michael Fried’s theories of absorption and embodiment as all having contributed significantly to my approach to the painting process. This exegesis tracks a period of sustained experimentation through which I develop a process contingent on a multiplicity of texts, my studio experiences, and my imagining of the events to develop a contemporary painting practice as an uncertain, open and honest engagement with the brutal realities of our past.","2018","2021-08-17 03:31:29","2021-08-17 03:31:29","","","","","","","","","","","","","College of Arts and Social Science/ Research School of Humanities and the Arts/School of Art/ Painting","Canberra","English","","PhD Thesis","","","","","DOI: 10.25911/5d51446b1e2e2","","","","public history; history; Tasmania; painting; invasion; colonisation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CWYYAZQL","thesis","2021","Bostock-Smith, Shauna","From Colonisation to My Generation: An Aboriginal Historian's Family History Research from Past to Present","","","","","http://hdl.handle.net/1885/224483","I am an Aboriginal historian, and this thesis is a narrative of my personal research journey. Figuratively speaking, I travelled into the past as a genealogist and traced my four Aboriginal grandparents' family lines to as far back as I could go in the written historic record, which was just after the settlement of northern New South Wales. But it was the historian who slowly returned from the past to the present, unearthing interesting, turbulent and surprising histories to be placed within the context of Australian and Aboriginal history. The scope of this thesis spans five generations and examines my ancestors' lived experience, from witnessing the continuing encroachment of white settlement, to segregation on Australian Government Aborigines reserves, to the control of the Aborigines Protection Board, to the eventual exodus to the city, to radicalisation and the fight for land rights, to Aboriginal advancement and creative expression, and onwards. The connection of this past chronology to present times culminates with my own historian's ego-histoire, thus creating an unbroken umbilical and historical connection to time immemorial. The key contribution of this thesis is the disclosure of copious amounts of (previously unaccessed) archives. These Aborigines Protection Board (later the Aborigines Welfare Board) archives detail the reprehensible maltreatment of Aboriginal people and the astounding incompetence of these Australian Government bodies in their destructive determination to control Aboriginal lives. Australian Security and Intelligence Organisation files reveal that government surveillance of my family members did not end after the Aborigines Welfare Board was abolished in 1969. The primary achievement of this thesis is the illumination of the long-term struggle of Aboriginal people to wrest a living free from Australian Government control and surveillance. To finally live in this country on equal footing, with the same rights and conditions as non-Indigenous Australians. Scholarly, multi-generational Aboriginal family history research, with intense archival research on Aboriginal individuals and their entire experience through time, illuminates much more than what we already know about Aboriginal history. Additionally, it is only when this kind of historical research is placed into the cosmic, big-history context that we fully understand both the cataclysmic effect of colonisation on Indigenous Australians and their tremendous survival efforts, struggle and continuing recovery.","2021","2021-08-17 03:31:29","2021-08-17 03:31:29","","","","","","","","","","","","","Australian National University","Canberra","English","","PhD Thesis","","","","","DOI: 10.25911/SN7Q-GA97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W53VSWME","thesis","2007","Dawson, Barbara","In the eye of the beholder: representations of Australian Aborigines in the published works of colonial women writers","","","","","http://hdl.handle.net/1885/12889","This thesis explores aspects of identity, gender and race in the narratives of six white women who wrote about their experiences with Australian Aborigines. Five of the works relate to nineteenth-century frontier encounters, described by middle-class, genteel women who had travelled to distant locations. The sixth (colonial-born) woman wrote about life in outback Queensland in both the late nineteenth century and early twentieth century. Her perceptions and opinions act as a foil to the five other texts, written by British-born authors. My analysis of these works takes into account current colonial racial attitudes and the nineteenth-century utilitarian urge to ""educate"". It involves discussion of the influences during the nineteenth century of the Enlightenment idea of ""man's place in nature"", of evangelical Christianity and the role of underlying notions of race based on scientific theories. All these aspects inform the women's works, directly or indirectly. While reflecting ideas about Aborigines expressed in male colonial narratives, these female writers deal with their relationship with Aborigines from a woman's perspective. I have researched the women's social and economic backgrounds in order to investigate biographical factors which lay behind their racial views and perceptions. The thesis explores the influences of publishers requirements and reader expectations on the way Aborigines were represented in published works. The writerâ€™s need to entertain her audience, as well as to ""educate"" them, often led her to incorporate the traits and language of popular literary trends. Two of these were English Victorian romantic fiction, and the ""ripping yarn"" adventure narrative, popular from the late nineteenth century. The incorporation of these literary genres often resulted in conflicting messages, and a confused and ambivalent rendition of Aborigines. Within the dynamics of the male power structure at the frontier, these selected female narratives offer another perspective on interracial relations. The six texts refer to the fractious climate of colonisation. They are told by women mostly constrained within the expectations of ladylike decorum and often strongly influenced by the abiding literary contexts of the nineteenth century. What the writings show is that as women grew to know Indigenous people as individuals, representations of Indigenous humanity, agency and authority replace racial cliches and stereotypes, and literary imperatives.","2007","2021-08-17 03:31:29","2021-08-17 03:31:29","","","","","","","","","","","","","School of History, The Australian National University","Canberra","English","","PhD Thesis","","","","","","","","","identity; gender; race relations; Nineteenth-century women; Indigenous Australians; frontier encounters; intercultural communication; friendship; race","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F2UEXRHG","thesis","2012","Bishop, Catherine Elizabeth","Commerce was a woman : women in business in colonial Sydney and Wellington","","","","","http://hdl.handle.net/1885/151294","This thesis uncovers a hitherto unacknowledged group of female entrepreneurs in Sydney in New South Wales and in Wellington in New Zealand between 1830 and 1870. It investigates the historiographical and popular invisibility of these women in contrast to their contemporary visibility in the streets of colonial cities. Making full use of the newly available resources of the digital revolution, along with finding new uses for a range of more traditional sources, this study refutes the contentions that women retreated into domesticity after 1830 in Sydney and were contented to be mere 'colonial helpmeets' in Wellington. My research supplements recent international scholarship which argues for significant levels of female involvement in business in the wider colonial world and draws attention to the importance of pre-industrial, commercial colonial towns and cities as locations for this phenomenon. I argue that women's businesses tended to be small-scale and concentrated in particular areas but were as long-lived as male enterprises of similar size and made a significant contribution to the colonial urban economy. I consider the relevance of middle-class ideals of female domesticity for colonial women who came from further down the social scale. I look at the ways married women negotiated the inconvenience of coverture laws, which restricted their ability to act independently as well as the response of colonial legislators to the problems faced by deserted wives trying to run businesses. This study argues that widows often used small business as a strategy of survival instead of remarriage, while there were also some life-long spinsters who made a similar choice. The transnational focus of this thesis has highlighted the mobility of colonial women, many of whom used business to facilitate their mobility, while for others, their mobility was a core part of their business strategy. The recovering of these businesswomen in plain view in colonial streets challenges our view of nineteenth century women as adjuncts to male enterprise. It highlights continuities rather than disjuncture in Sydney from the early colonial period, when opportunities for female entrepreneurs have been acknowledged. Situating this study within a transnational framework shows that businesswomen were present in and connected with other colonial and English towns and cities, emphasising the global networks of empire. It complicates our perceptions of nineteenth century women as disengaged from public life. This thesis also has broader implications for the study of history in the digital age, with its plethora of searchable sources revealing previously inaccessible details about ordinary lives. My study demonstrates the importance of returning to the archive to unpick the rhetoric of the dominant voices to highlight the experiences of a more historically silent but contemporarily visible and important group of people. -- provided by Candidate.","2012","2021-08-17 03:31:29","2021-08-17 03:31:29","","","xxiv, 358","","","","","","","","","","Australian National University","Canberra","English","","PhD Thesis","","","","","DOI: 10.25911/5d51501ba30a7","","","","Businesswomen History 19th centuryAustralia Sydney (N.S.W.); Businesswomen History 19th centuryNew Zealand Wellington; Women History 19th centuryNew Zealand Wellington; Women History 19th centuryAustralia Sydney (N.S.W.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2ISA57A","thesis","1995","Lane, Ruth","Local environmental knowledge and perspectives on change : a case study in the Tumut region of New South Wales","","","","","http://hdl.handle.net/1885/116757","This thesis demonstrates the value of bringing together local environmental knowledge and perspectives on change with professional knowledge. Since the first pastoralists displaced Aboriginal land owners in the Tumut region, the country has been shaped by successive waves of occupation and land use. Each time a new land use industry was imposed on the country, the knowledge base of previous occupants was devalued, and the country once again managed without a knowledge of its history. I explore the characteristics of local environmental knowledge in order to understand how it may be tapped by new land managers. In doing so, I analyse the subjective nature of local people’s memories as well as the information resource which they contain. By drawing on local knowledge, and contextualising it with reference to scientific and historical sources, it is possible to construct a more detailed picture of how a particular region has changed over time. The environmental impact of various land uses can be better understood and the social impact also becomes clearer.","1995","2021-08-17 03:31:29","2021-08-17 03:31:29","","","iv, 215","","","","","","","","","","Department of Geography, The Australian National University","Canberra","","","Master's Thesis","","","","","DOI: 10.25911/5d74e25a364f5","","","","Environmental education Australia Tumut Region (N.S.W.); Land use, Rural Australia Tumut Region (N.S.W.); Nature Effect of human beings on Australia Tumut Region (N.S.W.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URZBYLGK","thesis","2016","Massola, Catherine Anna","Living the heritage, not curating the past: a study of lirrgarn, agency & art in the Warmun Community","","","","","http://hdl.handle.net/1885/101039","This thesis is an historical and contemporary examination of the creative, social and cultural world of the Warmun community in Western Australia. It focuses on how the community as a whole, and as individuals, exert agency and maintain their values and priorities when situated within larger, sometimes more powerful, structures and frameworks that differ from their own. Through the prism of art, the research examines the community's engagement with and value of the Warmun Community Collection, their history of adjustment, the unofficial roles of the Warmun Art Centre and how the Warmun Art Centre supports and enables informal learning. The thesis connects these four themes through a socio-historical analysis of the experiences of Warrmarn people, ethnographic and visual descriptions of their actions and a visual examination of the manifestations of their actions—objects of creative practice or, artworks. In doing so, the thesis reveals several overlapping matters: it tracks the development of a museum in an Aboriginal community; it brings to light the hidden roles of the Warmun Art Centre; it contributes to the developing field of informal learning; it reveals how people express agency in daily life; it unveils the proprietorial relationship people have with objects; and finally, it lays bare the purpose, use and interpretations of objects, which has at times made Warmun residents, and their sites of cultural production, tangential to the objects they make. The research finds that Warrmarn people live their heritage rather than curate their past.","2016","2021-08-17 03:31:29","2021-08-17 03:31:29","","","","","","","","","","","","","School of Archaeology and Anthropology, Research School of Humanities and the Arts, The Australian National University","Canberra","English","","PhD Thesis","","","","","DOI: 10.25911/5d67b18b09eda","","","","Gija; ethnography; community; Indigenous art; Australian Aboriginal art; Warmun; east Kimberley; Western Australia; informal learning; collection; visual anthropology; museum studies; Warmun Community Collection; Ngalangangpum School; Two way learning; Warmun Art Centre; Aboriginal art centre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L7Z4RW88","thesis","2016","Toone, Gary Robert","Aboriginal Cultural Heritage on Farmlands: The Perceptions of Farmers of the Tatiara District of South Australia","","","","","http://hdl.handle.net/1885/127456","The management of Aboriginal cultural heritage in intensively settled and farmed regions of Australia faces legal and ethical challenges. This study examines how fifteen farmers from the Tatiara District of South Australia perceive Aboriginal Cultural Resources (ACR) and Aboriginal Cultural Heritage (ACH) on their freehold farmland. Drawing on the concept of cultural heritage as a cultural process, the thesis employs an Interpretive Phenomenological Analysis (IPA) methodology to interpret the findings of detailed interviews which explored the perspectives of farmer stakeholders and the way ACR and ACH is managed in farming contexts. Previous research on Aboriginal heritage has focused on the interests and perspectives of Aboriginal, professional and government stakeholders. However, in terms of effective management of ACR and ACH in farming landscapes, a pivotal ‘first step’ is understanding the points of view of the farmers on whose land the ACR resides: how Aboriginal heritage fits within the ‘lived life’ of agriculture; what farmers know of South Australian Aboriginal cultural heritage protection legislation and administration; and how they understand the protection of ACR and ACH on their farms. This thesis finds that, despite uncertain understandings of cultural heritage, Tatiara farmers have a positive attitude toward protecting and preserving ACR. However, a marginalisation of farmers in Aboriginal heritage management leaves them feeling ignorant, incompetent, vulnerable and reluctant to engage and deal with Aboriginal issues. These findings highlight the significance of including all stakeholders in cultural heritage management regimes and of facilitating dialogue between farmers and those Aboriginal communities for whom the cultural resources on farms have the potential to become heritage. Stakeholder cooperation and collaboration is particularly necessary in circumstances where cultural resources are divorced from cultural knowledge, control and ownership. The results of this study suggest that efficacious Aboriginal heritage management in cross-cultural situations rests on an investment in the capacity of non-Aboriginal stakeholders to engage with Aboriginal cultures and heritage, and for Aboriginal people to engage with ‘known’ and ‘unknown’ ACR with the potential to become ACH. The conclusion of this study is that worthwhile Aboriginal heritage management will likely emanate from mutual respectful, trusting relationships, developed in local ethical spaces supporting stakeholder cross-cultural communication, negotiation and collaboration.","2016","2021-08-17 03:31:29","2021-08-17 03:31:29","","","","","","","","","","","","","National Centre for Indigenous Studies, The Australian National University","","English","","PhD Thesis","","","","","DOI: 10.25911/5d7392b9137bf","","","","Cultural heritage; Aboriginal cultural resources; Aboriginal cultural heritage; Aboriginal heritage management; cross-cultural heritage management; Heritage conservation; Farm management; South Australia; Tatiara","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GWJB96RF","thesis","2020","Wensing, Emma","Crafty Commemoration: Vernacular responses to the Centenary of World War One","","","","","http://hdl.handle.net/1885/205428","This thesis investigates how Anzac narratives are interpreted and integrated into contemporary understandings of Australian national heritage and collective remembering through craft. The Anzac Centenary commemorative efforts have been positioned as a focal point of national significance for Australia in the period 2014-2018, and encompass the keystone centenary of the Anzac troops landing at Gallipoli in 1915. Social narratives on the Centenary have tended to be institutionally controlled and homogeneous, and commemorative activities have been tied closely to the traditional spheres of commemoration, such as services and marches. This thesis focuses attention on vernacular, individual-level acts of Anzac commemoration that took place outside of these contexts to understand how everyday Australians were moved by and respond to the call to remember the Anzac Centenary. Grounded in a material and cultural studies approach, I critically examine the milieu of production of Anzac-themed arts and crafts artefacts created specifically for rural agricultural shows and arts and craft displays. Interviews with 34 creative artists, readings of created Anzac cultural artefacts (entries or displays), and consideration of the display sites themselves were all analysed to draw attention to the inherent purposes, meanings and assumptions of the Anzac narrative operating in these contexts. My analysis unmasks the 'cultural work' that is undertaken through commemoration in non-traditional locations. Firstly, I found that crafty commemoration is a meaningful endeavour, achieved through identity affirmation around family or craft practice, and building a sense of belong to community and nation. Secondly, crafty commemorations reproduce and reinforce traditional imagery and emotional frameworks associated with Anzac that in turn support a crafty commemoration as a palatable, accessible and non-threatening form of commemoration. Finally, I found that the contexts of production and display of crafty commemoration may frequently be banal, which contributes to the normalisation of Anzac narrative as a widely accepted element of social life. Overall, I argue that the process and creative interpretations of Anzac do not necessarily constitute active dissent or rejection of the nationalist discourse; rather, they increase the spaces into which the Anzac discourse permeates, further solidifying its place in the national consciousness.","2020","2021-08-17 03:31:29","2021-08-17 03:31:29","2021-07-06 04:31:00","","","","","","","Crafty Commemoration","","","","","The Australian National University","Canberra","en_AU","","PhD Thesis","","","","","DOI: 10.25911/5ef1da87cbaa8","","C:\Users\ewans\Documents\Zotero\zotero-localfiles\storage\PQ8RZUTQ\205428.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T5EU47EX","thesis","2009","McEwen, Melissa","""When I was young..."" - the sixties in the Reagan era: how the present impacts on representations of the past","","","","","http://hdl.handle.net/1885/150238","This thesis questions how representations of the past, in particular those present in feature films, are influenced by the present in which those representations are created. There are a range of approaches to depicting the past in feature films, however, much of the scholarship in the area of film and history focuses on the manner in which single films or genres of film represent specific events or people of the past. I utilise a new approach to the examination of this form of representation of the past by examining a group of films across a range of genres. The films I am examining were all made within one historical period (the Reagan-Bush presidencies in the United States) about another period of the past, the Sixties. Identification of the influence of the present in which a representation is created on that representation requires an examination of context. The thesis focuses on three main issues within the films—sex, Vietnam and race. These areas were chosen because they were sites of change and debate during both the Sixties and the 1980s and early 1990s. I explore the depictions of sex, Vietnam and race in the archive of films examined before placing the representations within their contexts. These representations are given context in two ways. Firstly, I compare the manner in which the films depict sex, Vietnam and race in the Sixties with the way in which the other films made during the Reagan-Bush years represent the same issues. This allows the identification of representations which are peculiar to the Sixties setting. Secondly, I examine the media and political debates about sex, Vietnam and race from the Reagan-Bush years. Comparing the political and media debates from the 1980s and early 1990s with the representations within the films set in the Sixties allows for consideration of the manner in which the representation of the Sixties has been affected by the politics of the present at the time of their creation. I find that while the representations of the past are affected in different ways by the present, there is a clear relationship between the manner in which the Sixties is depicted within the films and the political debates and media representations of the 1980s and early 1990s. The thesis finally questions whether the representations of the Sixties within the films could be considered to be collective memory. To do so, I establish a theoretical framework for collective memory. I then consider what I have discovered about the representations within the films against this framework. The thesis concludes that while there is no single approach to representation which could be applied to all the films, the representations within the films could generally be considered to fit within the theoretical understanding of collective memory.","2009","2021-08-17 03:31:29","2021-08-17 03:31:29","","","309","","","","","","","","","","Australian National University","Canberra","English","","PhD Thesis","","","","","DOI: 10.25911/5d611b5400f23","","","","Motion pictures Influence; Race in motion pictures; Sex in motion pictures; Historical films History and criticism; Vietnam War, 1961-1975 Motion pictures and the war; Motion pictures History 20th century","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46FU4NPV","thesis","1995","Kwan, Elizabeth Haydon","Which flag? which country? : an Australian dilemma, 1901-1951","","","","","http://hdl.handle.net/1885/124936","Federation of the Australian colonies in 1901 signalled the birth of the Australian nation. Managing the ambiguities intensified by this new status, especially at the height of their commitment to the imperial war in South Africa, posed a challenge to Australians. They were an Australian nation within the British nation, an Australian Commonwealth within the British Empire. People of British descent in other dominions experienced a similar dilemma — a phenomenon historians have been slow to explore in comparative terms. Flags are the most obvious markers of nationality. They are at the centre of this thesis, which explores Australians' negotiation of the double loyalty in the first fifty years of federation. The Union Jack was a powerful national symbol, representing the might of the British, whether in Empire or Britain, but more particularly the power of England and its liberal political traditions. Dominated by the cross of St George, the warrior patron saint of England, the Union Jack ultimately symbolised English ethnicity and Protestantism. By contrast, the Australian ensigns were ambiguous national symbols. Designed shortly after federation, with the Union Jack in the place of honour in the upper hoist, they were both colonial and national. Not until 1953 did legislation establish unequivocally which ensign was Australia's national flag. Such ambiguity makes flags and the conflict they provoked useful markers of Australians' changing perceptions of nationality, especially in the wider imperial context as other dominions struggled with a similar dilemma. Schools, particularly State schools, provide a particularly appropriate focus for this study. Through them the thesis explains why Australians were reluctant to use an Australian flag, and why their reluctance varied from State to State.","1995","2021-08-17 03:31:29","2021-08-17 03:31:29","","","430","","","","","","","","","","Research School of Social Sciences, The Australian National University","Canberra","English","","PhD Thesis","","","","","DOI: 10.25911/5d611a0763946","","","","Flags Australia; Nationalism Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XM8P349","thesis","2002","Gapps, S. G.","Performing the past: a cultural history of historical reenactments","","","","","https://opus.lib.uts.edu.au/handle/10453/20121","The reenactment of the past itself has a history. This thesis analyses self-styled 'historical reenactors' in the West and traces the history of the broader phenomenon of historical reenactment in the Australian context from the late nineteenth century to the present. The historical section focuses on several events significant in Australian cultural memory that have been reenacted over time. Historical parades, pageants and reenactments dramatically narrate culturally specific historical sensibilities and demonstrate inter and cross cultural exchanges of historical consciousness. I contend such performances have had a significant position in the formation of popular history since the late nineteenth century and that there is a continuity of conventions in performing the past. I have addressed the position of reenactments as part of a constant interest in the status and power of history in, and for, popular culture. I have shown how a form of history that operated for the public was transformed into a form of history operated by the public in a struggle for authority over the form and content of history. Historical reenactments have been useful avenues for elites to create didactic spectacular history that have also offered the opportunity for marginalised groups to make social and political gains through their participation in the making of public history. Considering the significance of reenactments in the formation of a distinctly Australian public history, they have received little attention from historians. As ephemera, reenactments sit awkwardly in the explanatory frameworks regularly used by historians. Using methodologies from a range of academic disciplines such as performance studies, anthropology and cultural studies, this thesis documents and interrogates the specific form of historical reenactment. In the sections of this thesis that analyse contemporary historical reenactments, I use my own experience as an historical reenactor of more than ten years in an ethnographic approach that reflects on the pleasures, promises and problems 'dressing up as if from the past' offers. In this history I draw continuities between past reenactments and present practices that assist in understanding historical reenactment as a specific cultural form. This thesis contends that reenactments over time have been characterised by three main elements: a collapsing of past and present, an avenue for a 'connectedness' with the past through a sensual experience, and an essential relationship with I authenticity.'","2002","2021-08-17 03:31:29","2021-08-17 03:31:29","2021-07-15 01:26:06","","","","","","","Performing the past","","","","","University of Technology, Sydney. Faculty of Humanities and Social Sciences","Sydney","English","","PhD Thesis","","","opus.lib.uts.edu.au","","Accepted: 2008-08-18T05:29:58Z","","C:\Users\ewans\Documents\Zotero\zotero-localfiles\storage\CRS95PPN\gapps_2002_performing_the_past_-_a_cultural_history_of_historical_reenactments.pdf; C:\Users\ewans\Documents\Zotero\zotero-localfiles\storage\MCDTC4EA\20121.html","","Historical reenactments; Commemorations; Performance; Parades; Pageants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMIQPE2S","thesis","2007","Georgevits, S. J.","Places of heart: objects and personal memory","","","","","http://hdl.handle.net/10453/20044","This thesis focuses on individual memory and personally held objects as an essential source of orientation and coherence in history. The primary theoretical aim of this thesis is to interrogate the contention that conventional public forms of history do not always reflect how individuals negotiate with the past publicly or privately. Through the use of oral testimony to explore the memories attached to the material culture people keep I will consider why particular objects become sites of memory for individuals, how their significance changes as succeeding generations inscribe them with new meanings and speculate on the ways in which the materiality of the objects can contribute to how different generations construct their own sense of the past. Using the interrelationship between the objects and memories which emerge from the interviews I will discuss the establishment of family and cultural traditions, why people invest objects with particular meanings, the role of gender in the keeping of objects and raise issues regarding the place of personal memory and privately held objects in public history and museology.","2007","2021-08-17 03:31:29","2021-08-17 03:31:29","2021-07-15 01:31:21","","","","","","","Places of heart","","","","","University of Technology, Sydney. Faculty of Humanities and Social Sciences","Sydney","en","","MA Thesis","","","opus.lib.uts.edu.au","","Accepted: 2009-12-23T06:05:15Z","","C:\Users\ewans\Documents\Zotero\zotero-localfiles\storage\4X3FX479\georgevits_2007_places_of_heart_-_objects_and_personal_memory.pdf; C:\Users\ewans\Documents\Zotero\zotero-localfiles\storage\9EJBQIJR\20044.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRKJAUIN","thesis","2016","Butler, Mark Gerard","'If walls could talk' : narrating adaptive reuse in the digital age","","","","","https://opus.lib.uts.edu.au/handle/10453/62350","Interest in architectural tourism that concentrates on adaptively reused heritage buildings is intensifying. But the corresponding documentation, presentation or interpretation of these sites has not kept stride with the digital revolution. This has been due to factors including deregulation of the industry, a deficit of clear sanctioned guidelines as to the documentation of heritage sites and the dominance of private property interests. Public narratives about these sites have been subsequently affected. This thesis investigates this situation, looking at the implications for public memories embedded in reused heritage and suggests ways to enhance access to related narratives. It does so via a specific treatment of built heritage – adaptive reuse and its connection to digital resources. I argue that employing social media is the most feasible, affordable and widely available of all formats that permits an online presence in virtually examining a repurposed structure. An interest in architectural history is a key driver of architectural tourism but many of the relevant historical resources are often absent and not digitally or publically available. If there was better access to these resources this would certainly contribute to the process of remembrance around these buildings. Whilst archivists can play a major part, other professionals are also needed in this process to ensure the authenticity of materials in providing context or interpretation. Architectural tourists seek out notable buildings to get in touch with history; this is the prime motivation behind the growth of heritage and architectural tourism. They follow up simulated travel by physically pursuing those sites that stimulate their interest. These two categories of travel are regarded as pillars of the tourist industry today, both in Australia and internationally. Interest in architectural tourism that concentrates on adaptively reused heritage buildings is intensifying. But the corresponding documentation, presentation or interpretation of these sites has not kept stride with the digital revolution. This has been due to factors including deregulation of the industry, a deficit of clear sanctioned guidelines as to the documentation of heritage sites and the dominance of private property interests. Public narratives about these sites have been subsequently affected. This thesis investigates this situation, looking at the implications for public memories embedded in reused heritage and suggests ways to enhance access to related narratives. It does so via a specific treatment of built heritage – adaptive reuse and its connection to digital resources. I argue that employing social media is the most feasible, affordable and widely available of all formats that permits an online presence in virtually examining a repurposed structure. An interest in architectural history is a key driver of architectural tourism but many of the relevant historical resources are often absent and not digitally or publically available. If there was better access to these resources this would certainly contribute to the process of remembrance around these buildings. Whilst archivists can play a major part, other professionals are also needed in this process to ensure the authenticity of materials in providing context or interpretation. Architectural tourists seek out notable buildings to get in touch with history; this is the prime motivation behind the growth of heritage and architectural tourism. They follow up simulated travel by physically pursuing those sites that stimulate their interest. These two categories of travel are regarded as pillars of the tourist industry today, both in Australia and internationally. This virtual province has been dominated by forms of media representation that can aid the tourist or casual observer in understanding various developmental phases of a site but would be greatly enhanced by well-sequenced, informed resources accessed free onsite. Online exposure is developing at an unquantifiable rate, with the Internet being the ubiquitous force that drives our everyday existence. Yet, so much of what may already exist digitally and be of interest to the architectural tourist, and others, often remains obscured or lost. There is a real need for archival retention of data as much as much as the buildings themselves, if we are to have balanced, publically accessible resources and comprehensive narratives about our built heritage.","2016","2021-08-17 03:31:29","2021-08-17 03:31:29","2021-07-15 01:34:27","","","","","","","'If walls could talk'","","","","","University of Technology Sydney. Faculty of Arts and Social Sciences","Sydney","English","","MA Thesis","","","opus.lib.uts.edu.au","","Accepted: 2016-11-17T21:56:46Z","","C:\Users\ewans\Documents\Zotero\zotero-localfiles\storage\QRDSLZVD\butler_2016_'if_walls_could_talk'_-_narrating_adaptive_reuse_in_the_digital_age.pdf; C:\Users\ewans\Documents\Zotero\zotero-localfiles\storage\SLMRZTK4\62350.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
